Wavelength (nm),Absorbance
725,0.022391
724,0.022453
723,0.022272
722,0.022217
721,0.021953
720,0.022014
719,0.022056
718,0.021959
717,0.021622
716,0.021646
715,0.021472
714,0.021385
713,0.02126
712,0.021455
711,0.021289
710,0.021115
709,0.021099
708,0.020993
707,0.021183
706,0.020806
705,0.020964
704,0.020801
703,0.020703
702,0.020802
701,0.02057
700,0.020596
699,0.020776
698,0.020964
697,0.020408
696,0.020339
695,0.020275
694,0.020299
693,0.020326
692,0.020312
691,0.02034
690,0.020332
689,0.020417
688,0.020186
687,0.020122
686,0.020167
685,0.02007
684,0.020128
683,0.020238
682,0.020196
681,0.020119
680,0.02027
679,0.020304
678,0.019993
677,0.020033
676,0.01993
675,0.01973
674,0.019783
673,0.019787
672,0.019848
671,0.019845
670,0.019803
669,0.020002
668,0.019975
667,0.019722
666,0.019778
665,0.019972
664,0.019859
663,0.019817
662,0.019942
661,0.02001
660,0.020264
659,0.020168
658,0.020116
657,0.020069
656,0.020001
655,0.019895
654,0.019993
653,0.020205
652,0.020258
651,0.020267
650,0.020251
649,0.020206
648,0.020236
647,0.020309
646,0.020529
645,0.020417
644,0.020405
643,0.020748
642,0.020929
641,0.020811
640,0.020763
639,0.020827
638,0.02103
637,0.021006
636,0.020933
635,0.020959
634,0.021212
633,0.021424
632,0.021409
631,0.021624
630,0.021748
629,0.021942
628,0.021927
627,0.021899
626,0.02208
625,0.022173
624,0.022106
623,0.022305
622,0.022588
621,0.02269
620,0.022833
619,0.023017
618,0.023203
617,0.023324
616,0.023279
615,0.023254
614,0.023583
613,0.023673
612,0.023748
611,0.023782
610,0.023919
609,0.024113
608,0.024114
607,0.024044
606,0.024344
605,0.024435
604,0.024325
603,0.024526
602,0.02466
601,0.024747
600,0.024792
599,0.024993
598,0.025044
597,0.025077
596,0.02497
595,0.024882
594,0.024911
593,0.025068
592,0.025015
591,0.025071
590,0.025314
589,0.025226
588,0.025081
587,0.025135
586,0.024986
585,0.025162
584,0.02521
583,0.025052
582,0.025027
581,0.024996
580,0.025045
579,0.025025
578,0.025033
577,0.025076
576,0.024958
575,0.02511
574,0.025007
573,0.024852
572,0.024644
571,0.024894
570,0.024759
569,0.024785
568,0.024555
567,0.024692
566,0.024661
565,0.024461
564,0.024465
563,0.024395
562,0.024302
561,0.024094
560,0.024144
559,0.02411
558,0.024024
557,0.023817
556,0.023659
555,0.023658
554,0.023345
553,0.023313
552,0.023251
551,0.023259
550,0.022893
549,0.022631
548,0.022598
547,0.022253
546,0.022094
545,0.021913
544,0.021784
543,0.021485
542,0.021246
541,0.020807
540,0.02079
539,0.020434
538,0.020785
537,0.02009
536,0.019772
535,0.019434
534,0.019023
533,0.018721
532,0.018553
531,0.018442
530,0.018093
529,0.017582
528,0.0173
527,0.016975
526,0.01655
525,0.016113
524,0.015916
523,0.015585
522,0.015143
521,0.014497
520,0.014242
519,0.01404
518,0.013582
517,0.013127
516,0.01266
515,0.012096
514,0.011714
513,0.011181
512,0.010766
511,0.010229
510,0.009985
509,0.009433
508,0.008817
507,0.008291
506,0.007691
505,0.007422
504,0.007166
503,0.006378
502,0.005723
501,0.005311
500,0.004924
499,0.004176
498,0.003787
497,0.003424
496,0.002781
495,0.002142
494,0.001457
493,0.000852
492,0.000046
491,-0.000192
490,-0.001047
489,-0.001641
488,-0.002456
487,-0.00324
486,-0.003894
485,-0.004552
484,-0.005129
483,-0.005941
482,-0.006747
481,-0.007236
480,-0.00847
479,-0.008756
478,-0.009637
477,-0.010478
476,-0.01128
475,-0.011908
474,-0.012803
473,-0.013547
472,-0.014283
471,-0.014926
470,-0.01554
469,-0.016232
468,-0.017266
467,-0.017786
466,-0.01867
465,-0.01933
464,-0.019996
463,-0.020656
462,-0.02142
461,-0.02223
460,-0.023142
459,-0.023574
458,-0.024295
457,-0.024951
456,-0.025662
455,-0.026228
454,-0.027009
453,-0.027756
452,-0.028394
451,-0.028994
450,-0.029899
449,-0.030319
448,-0.03096
447,-0.031477
446,-0.03225
445,-0.03288
444,-0.033521
443,-0.033932
442,-0.034538
441,-0.035142
440,-0.035794
439,-0.036205
438,-0.036585
437,-0.036999
436,-0.037419
435,-0.037658
434,-0.038519
433,-0.038999
432,-0.039209
431,-0.039374
430,-0.039643
429,-0.03995
428,-0.040331
427,-0.040723
426,-0.040854
425,-0.040633
424,-0.040774
423,-0.041018
422,-0.041234
421,-0.041281
420,-0.041348
419,-0.041077
418,-0.041037
417,-0.040979
416,-0.040768
415,-0.040566
414,-0.04068
413,-0.040168
412,-0.039802
411,-0.039511
410,-0.039063
409,-0.038721
408,-0.038404
407,-0.038233
406,-0.037827
405,-0.036915
404,-0.036415
403,-0.035789
402,-0.035319
401,-0.034622
400,-0.03402
399,-0.03335
398,-0.032544
397,-0.03168
396,-0.030912
395,-0.03002
394,-0.02939
393,-0.028466
392,-0.027487
391,-0.026394
390,-0.025707
389,-0.025043
388,-0.023929
387,-0.022922
386,-0.021862
385,-0.020829
384,-0.019838
383,-0.018726
382,-0.018024
381,-0.017124
380,-0.016221
379,-0.015058
378,-0.013798
377,-0.012581
376,-0.011775
375,-0.010835
374,-0.010093
373,-0.009388
372,-0.00845
371,-0.007594
370,-0.006767
369,-0.005743
368,-0.005087
367,-0.004596
366,-0.003851
365,-0.003029
364,-0.002406
363,-0.001934
362,-0.001349
361,-0.000978
360,-0.000648
359,-0.000212
358,0.000124
357,0.000541
356,0.000783
355,0.000805
354,0.000813
353,0.000905
352,0.000999
351,0.000983
350,0.00101
349,0.000792
348,0.000438
347,0.000168
346,-0.000385
345,-0.000557
344,-0.00069
343,-0.001228
342,-0.00171
341,-0.002262
340,-0.002835
339,-0.003353
338,-0.003802
337,-0.004374
336,-0.005215
335,-0.005923
334,-0.006475
333,-0.007122
332,-0.007962
331,-0.008518
330,-0.009287
329,-0.010081
328,-0.010727
327,-0.011283
326,-0.011858
325,-0.012675
324,-0.013336
323,-0.013938
322,-0.014624
321,-0.015256
320,-0.0158
319,-0.016342
318,-0.016289
317,-0.016442
316,-0.016769
315,-0.017242
314,-0.017578
313,-0.017879
312,-0.018117
311,-0.017951
310,-0.018201
309,-0.018429
308,-0.018327
307,-0.018096
306,-0.017844
305,-0.017433
304,-0.017159
303,-0.016999
302,-0.016541
301,-0.015564
300,-0.014638
299,-0.013357
298,-0.012127
297,-0.010783
296,-0.009776
295,-0.007665
294,-0.006149
293,-0.003588
292,-0.001948
291,0.001079
290,0.002727
289,0.005265
288,0.006813
287,0.011106
286,0.012034
285,0.016022
284,0.018632
283,0.017733
282,0.022312
281,0.016439
280,0.014925
279,0.0201
278,0.017141
277,-0.01681
276,-0.038156
275,-0.07547
274,-0.173596
273,-0.235245
272,-0.311684
271,-0.360285
270,-0.378631
269,-0.463266
268,-0.451827
267,-0.448733
266,-0.398272
265,-0.442843
264,-0.415453
263,-0.363894
262,-0.396591
261,-0.360201
260,-0.319615
259,-0.352011
258,-0.302201
257,-0.320125
256,-0.279876
255,-0.303373
254,-0.260497
253,-0.242988
252,-0.271513
251,-0.210697
250,-0.21559
249,-0.203903
248,-0.16386
247,-0.149706
246,-0.164246
245,-0.138803
244,-0.12883
243,-0.122832
242,-0.131503
241,-0.100987
240,-0.090882
239,-0.097962
238,-0.054835
237,-0.039123
236,-0.067272
235,-0.026036
234,-0.040817
233,-0.040917
232,-0.022508
231,0.003535
230,0.03535
229,0.070979
228,0.108462
227,0.14584
226,0.181153
225,0.212442
224,0.237747
223,0.255109
222,0.262569
221,0.291219
220,0.290681
219,0.305474
218,0.353446
217,0.343905
216,0.383091
215,0.366758
214,0.40703
213,0.399115
212,0.442363
211,0.427344
210,0.460256
209,0.424832
208,0.464088
207,0.491896
206,0.498102
205,0.505367
204,0.568255
203,0.512998
202,0.575989
201,0.570221
200,0.602021
199,0.563461
198,0.625941
197,0.58184
196,0.594773
195,0.589511
194,0.558433
193,0.541036
192,0.556619
191,0.546362
190,0.586505
